Nazwa_handlowa,Angielska_nazwa,Inter_substancja_aktywna,Inter_produkty_spozywcze,Skutek_uboczny,Zalecenia,interakcje z dzialaniami,Interakcje,Strona,Substancja_aktywna,Wskazania,,,,,,,,,,,,,,,,,,,,,,,,,,Wskazania,Choroby
Eluksadolina,Eluxadoline,,,,zmniejsza stezenie surowicy we krwi,,"PrzyjÄ™cie leku podczas wysokotÅ‚uszczowego posiÅ‚ku zmniejsza stÄ™Å¼enie maksymalne eluksadoliny w surowicy krwi o Å›rednio 50%, nie wpÅ‚ywajÄ…c jednoczeÅ›nie na T max(czas potrzebny do osiÄ…gniÄ™cia tego stÄ™Å¼enia). Eluksadolina powinna byÄ‡ przyjmowana po posiÅ‚kach.
Eluksadolina moÅ¼e wywoÅ‚ywaÄ‡ stan zapalny trzustki. Alkohol nasila to dziaÅ‚anie niepoÅ¼Ä…dane, stÄ…d terapia lekiem jest przeciwwskazana u osÃ³b naduÅ¼ywajÄ…cych alkoholu.
Eluksadolina zmniejsza efektywnoÅ›Ä‡ dziaÅ‚ania olejku rycynowego oraz preparatÃ³w zawierajÄ…cych nasiona babki jajowatej Plantago ovata.
",https://www.doz.pl//leki/w339-Eluksadolina,eluksadolina,Eluksadolina to substancja lecznicza o dziaÅ‚aniu hamujÄ…cym pasaÅ¼ jelita grubego i zmniejszajÄ…cym skurcze przewodu pokarmowego. Dodatkowo lek wykazuje dziaÅ‚anie przeciwbÃ³lowe.,,,,,,,,,,,,,,,,,,,,,,,,,,pasozyty,
Elwitegrawir,Elvitegravir,,dziurawiec,martwica kosci,,,"Elwitegrawir naleÅ¼y przyjmowaÄ‡ podczas posiÅ‚ku. Wtedy zwiÄ™ksza siÄ™ jego wchÅ‚anianie -Â jest okoÅ‚o 30% wiÄ™ksze w porÃ³wnaniu do leku przyjÄ™tego na czczo. Przyjmowanie z tÅ‚ustym posiÅ‚kiem moÅ¼e zwiÄ™kszyÄ‡ wchÅ‚anianie leku o ponad 50%.
Jednoczesne spoÅ¼ywanie alkoholu i skojarzone leczenie HIV (poÅ‚Ä…czenie elwitegrawiru z kobicystatem,Â emtrycytabinÄ… oraz tenofowiru) zwiÄ™ksza ryzyko wystÄ…pienia martwicy koÅ›ci.
dziurawiec (Hypericum perforatum)Â moÅ¼e zmniejszaÄ‡ dziaÅ‚anie elwitegrawiru.
",https://www.doz.pl//leki/w340-Elwitegrawir,elwitegrawir,"Elwitegrawir w poÅ‚Ä…czeniu z kobicystatem, emtrycytabinÄ…, tenofowirem wskazany jest w leczeniu dorosÅ‚ych i dzieci powyÅ¼ej 12 roku Å¼ycia i masie ciaÅ‚a co najmniej 35 kg zakaÅ¼onych ludzkim wirusem niedoboru odpornoÅ›ci typu 1 (HIV-1).",,,,,,,,,,,,,,,,,,,,,,,,,,HIV,
Emedastyna,Emedastine,,,,,,"Brak wystarczajÄ…cych danych wskazujÄ…cych na wchodzenie emedastyny w interakcje z poÅ¼ywieniem.
Brak informacji wskazujÄ…cych na wchodzenie emedastyny w interakcje z alkoholem.
Brak badaÅ„ potwierdzajÄ…cych wchodzenie emedastyny w interakcje.
",https://www.doz.pl//leki/w341-Emedastyna,"emedastyna, emedastyny difumaran",EmedastynÄ™ wykorzystuje siÄ™ w terapii objawÃ³w sezonowego alergicznego zapalenia spojÃ³wek,,,,,,,,,,,,,,,,,,,,,,,,,,alergia,
Empagliflozyna,Empagliflozin,,alkohol,,,,"PosiÅ‚ki wysokokaloryczne i bogate w tÅ‚uszcz w niewielkim stopniu zmniejszajÄ… ekspozycjÄ™ na empagliflozynÄ™, jednak nie jest to fakt istotny pod wzglÄ™dem klinicznym. 
Alkohol nasila hipotensyjne (obniÅ¼ajÄ…ce ciÅ›nienie tÄ™tnicze) dziaÅ‚anie empagliflozyny.
Empagliflozyna wpÅ‚ywa na wyniki badaÅ„ poziomu lipidÃ³w we krwi, powodujÄ…c czÄ™sto wzrost ich stÄ™Å¼enia. Terapia lekiem moÅ¼e skutkowaÄ‡ zwiÄ™kszeniem wartoÅ›ci hematokrytu oraz podniesieniem stÄ™Å¼enia kreatyniny we krwi. Empagliflozyna moÅ¼e zmniejszaÄ‡  wspÃ³Å‚czynnik filtracji kÅ‚Ä™buszkowej.
",https://www.doz.pl//leki/w342-Empagliflozyna,empagliflozyna,Empagliflozyna to lek przeciwcukrzycowy ktÃ³rego mechanizm dziaÅ‚ania polega na hamowaniu wchÅ‚aniania zwrotnego glukozy w nerkach na skutek blokowania ko-transportera sodowo/glukozowego typu 2 (SGLT2). ,,,,,,,,,,,,,,,,,,,,,,,,,,cukrzyca,
Emtrycytabina,Emtricitabine,,,,,zawroty glowy,"W trakcie terapii istnieje ryzyko pojawienia siÄ™ zawrotÃ³w gÅ‚owy. DziaÅ‚anie to moÅ¼e wywieraÄ‡ negatywny wpÅ‚yw na zdolnoÅ›Ä‡ prowadzenia pojazdÃ³w oraz obsÅ‚ugiwania maszyn.
Zaleca siÄ™ zachowanie ostroÅ¼noÅ›ci podczas dÅ‚ugoterminowego stosowania preparatÃ³w zawierajÄ…cych jeÅ¼Ã³wkÄ™ purpurowÄ… wraz z lekami przeciwwirusowymi. Takie poÅ‚Ä…czenie terapeutycznie nie jest rekomendowane ze wzglÄ™du na moÅ¼liwy wpÅ‚yw jeÅ¼Ã³wki na funkcjonowanie ukÅ‚adu immunologicznego i zmianÄ™ skutecznoÅ›ci terapeutycznej substancji przeciwwirusowych.
",https://www.doz.pl//leki/w343-Emtrycytabina,emtrycytabina,"Emtrycytabina jest lekiem przeciwwirusowym stosowanym wraz z innymi substancjami do leczenia zakaÅ¼enia wirusem HIV-1 u dzieci oraz osÃ³b dorosÅ‚ych. ZwiÄ…zek podaje siÄ™ rÃ³wnieÅ¼ w celach profilaktycznych, po kontakcie pacjenta z nosicielem wirusa (np. po kontaktach seksualnych z osobÄ… zakaÅ¼onÄ… wirusem HIV).",,,,,,,,,,,,,,,,,,,,,,,,,,HIV,
Enalapril,Enalapril,,alkohol,,,,"PoÅ¼ywienie nie wpÅ‚ywa na wchÅ‚anianie enalaprylu.
SpoÅ¼ywanie alkoholu podczas terapii enalaprylem moÅ¼e nasilaÄ‡ jego dziaÅ‚anie hipotensyjne.
",https://www.doz.pl//leki/w344-Enalapril,"enalapril, enalapryl, enalaprylu maleininan (enalaprili maleas)","Wskazania enalaprylu obejmujÄ… leczenie nadciÅ›nienia tÄ™tniczego, leczenie objawowej niewydolnoÅ›ci serca oraz jej zapobieganie u pacjentÃ³w z bezobjawowÄ… dysfunkcjÄ… lewej komory (gdy frakcja wyrzutowa nie przekracza 35%).",,,,,,,,,,,,,,,,,,,,,,,,,,nadcisnienie tetnicze,
Enoksaparyna,Enoxaparin,,"ziola, warzywa",,,,"Podczas leczenia przeciwzakrzepowego naleÅ¼y unikaÄ‡ niektÃ³rych ziÃ³Å‚ oraz warzyw mogÄ…cych wpÅ‚ywaÄ‡ na proces krzepniÄ™cia krwi. Zaliczamy do nich:
Preparaty lecznicze jak i dieta bogata w potas mogÄ… prowadziÄ‡ do wzrostu ryzyka hiperkaliemii (zbyt wysokiego stÄ™Å¼enia potasu w osoczu).
",https://www.doz.pl//leki/w1383-Enoksaparyna,"enoksaparyna, enoksaparyna sodowa",Enoksaparyna jest herparynÄ… o Å›redniej masie i niewielkiej czÄ…steczce. Substancja czynna wykazuje dziaÅ‚anie przeciwzakrzepowe i znalazÅ‚a zastosowanie w terapii zaburzeÅ„ ukÅ‚adu krzepniÄ™cia.,,,,,,,,,,,,,,,,,,,,,,,,,,choroby układu krwionosnego,
Entakapon,Entacapone,,,,,,"Brak danych na temat interakcji entakaponu z Å¼ywnoÅ›ciÄ….
Brak danych na temat interakcji entakaponu z alkoholem.
",https://www.doz.pl//leki/w347-Entakapon,entakapon,"Entakapon jest wskazany w leczeniuÂ Parkinsona u dorosÅ‚ych pacjentÃ³w jako Å›rodek wspomagajÄ…cyÂ w skojarzeniu z lewodopÄ… i benserazydem lub lewodopÄ… i karbidopÄ…, w przypadkuÂ braku opanowania objawÃ³w choroby z zastosowaniem wyÅ¼ej wymienionych poÅ‚Ä…czeÅ„ lekÃ³w.Â ",,,,,,,,,,,,,,,,,,,,,,,,,,choroba Parkinsona,
Entekawir,Entecavir,,,"zawroty glowy, sennosc",,"prowadzenie pojazdow, oslabienie zdolnosci obslugi maszyn","W zwiÄ…zku z wystÄ™pujÄ…cymi dziaÅ‚aniami niepoÅ¼Ä…danymi po zaÅ¼yciu lekuÂ  entekawir takimi jak: zawroty gÅ‚owy, zmÄ™czenie czy sennoÅ›Ä‡,Â zdolnoÅ›Ä‡ prowadzenia pojazdÃ³w oraz obsÅ‚ugiwania maszyn moÅ¼e byÄ‡ utrudniona. Nie zaleca siÄ™ wykonywania tych czynnoÅ›ci podczas terapii tym lekiem.
Stosowanie etekawiru wpÅ‚ywa na wyniki badaÅ„ laloratoryjnych, szcegÃ³lnie na: aktywnoÅ›Ä‡ ALAT, stÄ™Å¼enie bilirubiny caÅ‚kowitej, stÄ™Å¼enie albumin, aktywnoÅ›Ä‡ lipazy oraz liczbÄ™ pÅ‚ytek krwi.
",https://www.doz.pl//leki/w348-Entekawir,entekawir,"Entakawir wskazany jest do leczenia przewlekÅ‚ego wirusowego zapalenia wÄ…troby typu B (HBV) u osÃ³b dorosÅ‚ych z prawidÅ‚owÄ…Â pracÄ… wÄ…troby, u ktÃ³rych wiadomo,Å¼e wirus siÄ™ aktywnieÂ namnaÅ¼a. Wskazaniem do stosowania entekawiru jest teÅ¼ stan z utrzymujÄ…cÄ… siÄ™Â zwiÄ™kszonÄ…Â aktywnoÅ›ciÄ… aminotransferazy alaninowej (AlAT) i u osÃ³b z wystÄ™pujÄ…cym aktywnymÂ stanem zapalnym tkanek wÄ…trobowych. TerapiÄ™ entekawirem prowadzi siÄ™ teÅ¼ u pacjentÃ³w, u ktÃ³rych wystÄ™puje stanÂ zwÅ‚Ã³knieniaÂ wÄ…troby.",,,,,,,,,,,,,,,,,,,,,,,,,,WZW B,
Enzalutamid,Enzalutamide,,alkohol,,,,"Enzalutamid jest przeciwskazany do stosowania u osÃ³b przyjmujÄ…cych alkohol ze wzglÄ™du na moÅ¼liwoÅ›Ä‡ wystÄ…pienia drgawek.
Ze wzglÄ™du na dÅ‚ugi okres pÃ³Å‚trwania enzalutamidu ( okoÅ‚o 6 dni)Â jego oddziaÅ‚ywanie na enzymy moÅ¼e utrzymywaÄ‡ siÄ™ przez co najmniejÂ  miesiÄ…cÂ po zakoÅ„czeniu przyjmowania leku
",https://www.doz.pl//leki/w349-Enzalutamid,enzalutamid,"Enzalutamid jest stosowany w leczeniuÂ opornego na kastracjÄ™ raka gruczoÅ‚u krokowego zÂ przerzutami,bez przerzutÃ³w, bez objawÃ³w klinicznych choroby. Enzalutamid stosuje siÄ™ takÅ¼e u mÄ™Å¼czyzn u ktÃ³rych leczenie androgenowe nie przyniosÅ‚o efektu. W Polsce enzalutamid znajduje siÄ™ w programie terapeutycznym MZ.",,,,,,,,,,,,,,,,,,,,,,,,,,choroby nowotworowe,
Epirubicyna,Epirubicin,,dziurawiec,,,,"Jednoczesne stosowanie wyciÄ…gÃ³w z dziurawca jest niezalecane. WyciÄ…gi z dziurawca mogÄ… spowodowaÄ‡ przyspieszenie biotransformacji epirubicyny i zmniejszenie siÅ‚y dziaÅ‚ania leku.
",https://www.doz.pl//leki/w351-Epirubicyna,epirubicyna,"Epirubicyna jest antybiotykiem o dziaÅ‚aniu cytotoksycznym. Substancja lecznicza znalazÅ‚a zastosowanie w chemioterapii nowotworÃ³w piersi lub jajnika u kobiet, raka Å¼oÅ‚Ä…dka lub nowotworu odbytnicy i okrÄ™Å¼nicy, raka pÅ‚uc oraz nowotworÃ³w ukÅ‚adu krwiotwÃ³rczego i krwi (szpiczak mnogi, zÅ‚oÅ›liwe chÅ‚oniaki nieziarniczne, ostra biaÅ‚aczka).",,,,,,,,,,,,,,,,,,,,,,,,,,choroby nowotworowe,
Eplerenon,Eplerenone,,"dziurawiec, grejpfrut",,,,"NaleÅ¼y unikaÄ‡ grejpfrutÃ³w. MogÄ… one o 25% zwiÄ™kszaÄ‡ stÄ™Å¼enie eplerenonu we krwi poprzez hamowanie CYP3A4.
Jednoczesne stosowanie z eplerenonem dziurawca, zmniejsza stÄ™Å¼enie eplerenonu o 30%.
",https://www.doz.pl//leki/w352-Eplerenon,eplerenon,Eplerenon wskazany jest w leczeniu skojarzonym niewydolnoÅ›ci lewej komory serca i objawÃ³w niewydolnoÅ›ci serca po niedawno przebytym zawale serca. Podawanie eplerenonu sÅ‚uÅ¼y zmniejszeniu Å›miertelnoÅ›ci i chorobowoÅ›ci z przyczyn sercowo-naczyniowych u pacjentÃ³w z przewlekÅ‚Ä… niewydolnoÅ›ciÄ… serca (klasaÂ  II wg. NYHA) oraz z zaburzeniami czynnoÅ›ciowymi lewej komory serca.,,,,,,,,,,,,,,,,,,,,,,,,,,choroby układu krwionosnego,
Epoprostenol,Epoprostenol,,,,prowadzenie pojazdow,,"Stosowanie epoprostenolu w celu leczenia tÄ™tniczego nadciÅ›nienia pÅ‚ucnego jak i sama choroba mogÄ… upoÅ›ledzaÄ‡ zdolnoÅ›Ä‡ do prowadzenia pojazdÃ³w mechanicznych.
",https://www.doz.pl//leki/w357-Epoprostenol,epoprostenol,Wskazaniem do stosowania epoprostenolu jest samoistne lub wrodzone tÄ™tnicze nadciÅ›nienie pÅ‚ucne.,,,,,,,,,,,,,,,,,,,,,,,,,,nadcisnienie tetnicze,
Eprosartan,Eprosartan,,,"zawroty glowy, sennosc",,,"W trakcie stosowania eprosartanu mogÄ… pojawiÄ‡ siÄ™ takie dziaÅ‚ania niepoÅ¼Ä…dane jak: bÃ³le oraz zawroty gÅ‚owy. NaleÅ¼y zachowaÄ‡ ostroÅ¼noÅ›Ä‡ w trakcie obsÅ‚ugi maszyn oraz prowadzenia pojazdÃ³w mechanicznych w szczegÃ³lnoÅ›ci, gdy obserwowaliÅ›my w trakcie przyjmowania preparatu takie objawy.
",https://www.doz.pl//leki/w358-Eprosartan,eprosartan,Eprosartan jest stosowany u osÃ³b z pierwotnym nadciÅ›nieniem tÄ™tniczym. Â ,,,,,,,,,,,,,,,,,,,,,,,,,,nadcisnienie tetnicze,
Eptyfibatyd,Eptifibatide,,,,,nie stosowac w trakcie ciazy,"Ze wzglÄ™du na brak danych nie naleÅ¼y stosowaÄ‡ eptyfibatydu w trakcie ciÄ…Å¼y.
",https://www.doz.pl//leki/w359-Eptyfibatyd,eptyfibatyd,"Wskazaniem do stosowania eptyfibatydu jest zapobieganie wczesnemu zawaÅ‚owi miÄ™Å›nia sercowego u dorosÅ‚ych pacjentÃ³w z niestabilnÄ… dusznicÄ… bolesnÄ… lub zawaÅ‚em miÄ™Å›nia sercowego bez zaÅ‚amka Q, jeÅ›li ostatni epizod bÃ³lu w obrÄ™bie klatki piersiowej miaÅ‚ miejsce w ciÄ…gu 24 godzin, wystÄ™pujÄ… zmiany w obrazie EKG i/lub zwiÄ™kszona jest aktywnoÅ›Ä‡ troponiny - enzymu bÄ™dÄ…cego wskaÅºnikiem zawaÅ‚u miÄ™Å›nia sercowego.",,,,,,,,,,,,,,,,,,,,,,,,,,choroby układu krwionosnego,
Erenumab,Erenumab,,,krzepica,,,"Erenumab nie wywiera wpÅ‚ywu na zdolnoÅ›Ä‡ do prowadzenia samochodu bÄ…dÅº innych pojazdÃ³w mechanicznych.Â 
Biochanina A zawarta miÄ™dzy innymi w koniczynie Å‚Ä…kowej moÅ¼e nasilaÄ‡ dziaÅ‚anie trombogenne (sprzyjajÄ…ce tworzeniu siÄ™ skrzepÃ³w) erenumabu.
",https://www.doz.pl//leki/w1311-Erenumab,erenumab,"Erenumab to ludzkie przeciwciaÅ‚o monoklonalne immunoglobuliny G2, podawane we wstrzykniÄ™ciachÂ w celu zapobiegania napadom migreny u osÃ³b cierpiÄ…cych na tÄ™ dolegliwoÅ›Ä‡ (co najmniej 4 dni z atakamiÂ migreny w ciÄ…gu miesiÄ…ca). Erenumab wytwarzany jest technikami rekombinacji genetycznych z wykorzystaniem komÃ³rek jajowych chomika chiÅ„skiego.",,,,,,,,,,,,,,,,,,,,,,,,,,migrena,
Erlotynib,Erlotinib,inoenzym,"grejpfrut, dziurawiec",,,,"Podczas terapii erlotynibem naleÅ¼y unikaÄ‡ spoÅ¼ywania grejpfruta oraz soku z tego owocu. ZwiÄ…zki czynne obecne w grejpfrucieÂ sÄ… inhibitoramiÂ  CYP3A4, co moÅ¼e hamowaÄ‡ metabolizm erlotynibu i zwiÄ™kszaÄ‡ jego stÄ™Å¼enie w surowicy oraz ryzyko wystÄ…pienia dziaÅ‚aÅ„ niepoÅ¼Ä…danych.
Brak danych na temat interakcji erlotynibu z alkoholem.
Erlotynib wchodzi w interakcjÄ™ z dziurawcem zwyczajnym, ktÃ³ry jest induktorem izoenzymu CYP3A4,Â  biorÄ…cego udziaÅ‚ w metabolizmie leku. Stosowanie zielaÂ z dziurawca w trakcie terapii prowadzi do osÅ‚abienia dziaÅ‚ania erlotynibu, a tym samym do zmniejszenia skutecznoÅ›ci leczenia przeciwnowotworowego.Â 
",https://www.doz.pl//leki/w362-Erlotynib,erlotynib,"Wskazaniem do stosowania erlotynibu jest leczenie pierwszego rzutu niedrobnokomÃ³rkowego raka pÅ‚uc, zaawansowanegoÂ lub z przerzutami, z mutacjami aktywujÄ…cymi EGFR. ZwiÄ…zek stosuje siÄ™ takÅ¼e w terapii drugiego rzutu u pacjentÃ³w, u ktÃ³rych wczeÅ›niej nastÄ…piÅ‚a stabilizacja choroby po chemioterapii lub doszÅ‚o do niepowodzenia leczenia w wyniku stosowania chemioterapeutykÃ³w.",,,,,,,,,,,,,,,,,,,,,,,,,,choroby nowotworowe,
Ertapenem,Ertapenem,,,,prowadzenie pojazdow,,"NiektÃ³re dziaÅ‚ania niepoÅ¼Ä…dane, takie jak zawroty gÅ‚owy czy sennoÅ›Ä‡ mogÄ… upoÅ›ledzaÄ‡ zdolnoÅ›Ä‡ prowadzenia pojazdÃ³w i obsÅ‚ugiwania maszyn.
PrzygotowujÄ…c roztwÃ³r ertapenemu nie naleÅ¼yÂ uÅ¼ywaÄ‡ Å¼adnych pÅ‚ynÃ³w zawierajÄ…cych D-glukozÄ™.
",https://www.doz.pl//leki/w363-Ertapenem,ertapenem,"Ertapenem naleÅ¼y doÂ Â karbapenemÃ³w, lekÃ³w o wÅ‚aÅ›ciwoÅ›ciach antybakteryjnych, ktÃ³ry stosowany jest do leczenia zakaÅ¼eÅ„ obejmujÄ…cych jamÄ™ brzusznÄ…, skÃ³rÄ™ i tkanki miÄ™kkie w przebiegu stopy cukrzycowej orazÂ narzÄ…dy rodne. Substancja podaje siÄ™ takÅ¼e osobom ze zdiagnozowanym pozaszpitalnym zapaleniem pÅ‚uc.",,,,,,,,,,,,,,,,,,,,,,,,,,zakazenia,
Erybulina,Eribulin,,,,,,"Brak danych na temat interakcji erybuliny z Å¼ywnoÅ›ciÄ….
Brak danych na temat interakcji erybuliny z alkoholem.
Erybulina wchodzi w interakcjÄ™ z zielem dziurawca, ktÃ³ry powoduje osÅ‚abienie dziaÅ‚ania przeciwnowotworowego substancji.Â 
",https://www.doz.pl//leki/w364-Erybulina,"eribulina, erybulina","Wskazaniem do stosowania erybuliny jest leczenie dorosÅ‚ych pacjentÃ³w z rakiem piersi miejscowo zaawansowanym lub z przerzutami, po niepowodzeniu z zastosowaniem co najmniej dwÃ³ch cykli chemioterapii. Lek jest rÃ³wnieÅ¼ wskazany w terapii nieoperacyjnego tÅ‚uszczakomiÄ™saka lub z przerzutami, u pacjentÃ³w otrzymujÄ…cych wczeÅ›niej chemioterapiÄ™ obejmujÄ…cÄ…Â substancjÄ™ z grupy antracyklin.",,,,,,,,,,,,,,,,,,,,,,,,,,choroby nowotworowe,
Escitalopram,Escitalopram,,alkohol,,,,"Escitalopram moÅ¼e byÄ‡ podawany niezaleÅ¼nie od posiÅ‚ku.
Brak przeciwwskazaÅ„ do stosowania escitalopramu z alkoholem, jednak ze wzglÄ™du na oddziaÅ‚ywanie na neuroprzekaÅºniki, nie zaleca siÄ™ spoÅ¼ywania alkoholu.Â 
Escitaplopramu nie naleÅ¼y stosowaÄ‡ Å‚Ä…cznie z preparatami dziurawca, ze wzglÄ™du na ryzyko wystÄ…pienia zespoÅ‚u serotoninowego.
",https://www.doz.pl//leki/w366-Escitalopram,escitalopram,"Escitalopram znajduje zastosowanie w leczeniu duÅ¼ych epizodÃ³w depresji, fobii spoÅ‚ecznej, zaburzeÅ„ lÄ™ku uogÃ³lnionego, zaburzeÅ„ obsesyjno-kompulsywnych oraz zaburzeÅ„ lÄ™kowych z agorafobiÄ… lub bez niej.Â ",,,,,,,,,,,,,,,,,,,,,,,,,,depresja,
Escyna,Escine,,,,,,"Escyna nie wchodzi w interakcjÄ™ z alkoholem.
",https://www.doz.pl//leki/w367-Escyna,escyna,"Escyna naleÅ¼y do grupy saponin otrzymywanych z nasion kasztanowca.  DziaÅ‚a przeciwobrzÄ™kowo i przeciwzapalnie oraz wpÅ‚ywa dobroczynnie na stan napiÄ™cia naczyÅ„ krwionoÅ›nych, zmniejszajÄ…c przepuszczalnoÅ›Ä‡ Å›cian naczyÅ„ krwionoÅ›nych. ",,,,,,,,,,,,,,,,,,,,,,,,,,choroby układu krwionosnego,
Eslikarbazepina,Eslicarbazepine,,,"zawroty glowy, zaburzenia widzenia",,,"Eslikarbazepina moÅ¼e w niewielkim lub umiarkowanym stopniu wpÅ‚ywaÄ‡ na zdolnoÅ›Ä‡ pacjenta na prowadzenie pojazdÃ³w mechanicznych, poniewaÅ¼ stosowanie leku moÅ¼e powodowaÄ‡ zawroty gÅ‚owy, zaburzenia widzenia oraz sennoÅ›Ä‡.
",https://www.doz.pl//leki/w368-Eslikarbazepina,"eslikarbazepina, octan eslikarbazepiny","Eslikarbazepina stosowana jest w leczeniu czÄ™Å›ciowych napadÃ³w padaczkowych. Lek moÅ¼e byÄ‡ stosowany w monoterapii u osÃ³b dorosÅ‚ych, z nowoÂ rozpoznanÄ…Â padaczkÄ…, lub jako lek uzupeÅ‚niajÄ…cy zarÃ³wno u dorosÅ‚ych jaki iÂ  mÅ‚odzieÅ¼y i dzieci, ktÃ³re ukoÅ„czyÅ‚y 6 rok Å¼ycia.",,,,,,,,,,,,,,,,,,,,,,,,,,padaczka,
Esmolol,Esmolol,,,nadcisnienie,,,"Przyjmowanie esmololu jednoczeÅ›nie zÂ pochodnymi sporyszu moÅ¼e prowadziÄ‡ do nasilonegoÂ skurczu naczyÅ„ obwodowych oraz nadciÅ›nienia tÄ™tniczego.
",https://www.doz.pl//leki/w369-Esmolol,"esmolol, esmololu chlorowodorek","Esmolol stosowany jest w leczeniu schorzeÅ„ ukÅ‚adu sercowo-naczyniowego takich jak czÄ™stoskurcz nadkomorowy (z wyjÄ…tkiem zespoÅ‚Ã³w preekscytacji), migotanie oraz trzepotanie przedsionkÃ³w w czasie okoÅ‚ooperacyjnym, pooperacyjnym oraz innych przypadkach wymagajÄ…cych nagÅ‚ej i krÃ³tkotrwaÅ‚ej kontroli akcji skurczowej serca. Esmolol przeznaczony jest rÃ³wnieÅ¼ do terapii czÄ™stoskurczu i nadciÅ›nienia tÄ™tniczegoÂ  (wystÄ™pujÄ…cych w czasie okoÅ‚ooperacyjnym) orazÂ niewyrÃ³wnanej tachykardii zatokowej, wÂ  sytuacji potrzeby szybkiej interwencji.",,,,,,,,,,,,,,,,,,,,,,,,,,choroby serca,
Esomeprazol,Esomeprazole,,,"prowadzenie pojazdow, oslabienie zdolnosci obslugi maszyn",,,"Esomeprazol nie wpÅ‚ywa znaczÄ…co na zdolnoÅ›Ä‡ prowadzenia pojazdÃ³w i obsÅ‚ugiwania maszyn. Lek niezbyt czÄ™sto powoduje zawroty gÅ‚owy oraz zaburzenia widzenia i jedynie w przypadku ich wystÄ…pienia pacjent nie powinien prowadziÄ‡ pojazdÃ³w.
WpÅ‚yw na badania diagnostyczne
",https://www.doz.pl//leki/w370-Esomeprazol,esomeprazol,"Esomeprazol naleÅ¼y do grupy inhibitorÃ³w pompy protonowej, ktÃ³re hamujÄ… wydzielanie kwasu solnego w komÃ³rkach okÅ‚adzinowych Å¼oÅ‚Ä…dka. Lek stosowany jest w terapii choroby refluksowej przeÅ‚yku w celu leczenia powstaÅ‚ych nadÅ¼erek, zapobiegania nawrotom choroby bÄ…dÅº w leczeniu objawowym. Ponadto esomeprazol znajduje zastosowanie w eradykacji bakterii Helicobacter pylori, ktÃ³rÄ… przeprowadza siÄ™ zarÃ³wno podczas leczenia choroby wrzodowej dwunastnicy lub aby zapobiec nawrotom wystÄ…pienia wrzodu trawiennego. Lek moÅ¼na stosowaÄ‡ rÃ³wnieÅ¼ u pacjentÃ³w, ktÃ³rzy dÅ‚ugotrwale muszÄ… przyjmowaÄ‡ niesteroidowe leki przeciwzapalne (NLPZ) oraz u osÃ³b z zespoÅ‚em Zollingera-Ellisona. Lek stosowany jest rÃ³wnieÅ¼ w leczeniu zapobiegajÄ…cym ponownemu krwawieniu z wrzodÃ³w trawiennych po terapii doÅ¼ylnej inhibitorami pompy protonowej.Â ",,,,,,,,,,,,,,,,,,,,,,,,,,choroby wrzodowej dwunastnicy,
Estazolam,Estazolam,,alkohol,,,,"Nie powinno siÄ™ spoÅ¼ywaÄ‡ alkoholu podczas leczenia estazolamem oraz do 3 dni po zakoÅ„czeniu leczenia, poniewaÅ¼ alkohol moÅ¼e nasilaÄ‡ dziaÅ‚anie nasenne. MogÄ… takÅ¼e wystÄ™powaÄ‡ reakcje paradoksalne, takie jak: pobudzenie psychoruchowe, agresywnoÅ›Ä‡ czy draÅ¼liwoÅ›Ä‡.
",https://www.doz.pl//leki/w371-Estazolam,estazolam,"Estazolam wskazany jest do doraÅºnego, krÃ³tkotrwaÅ‚ego leczenia zaburzeÅ„ snu, takich jak: trudnoÅ›ci z zasypianiem, czÄ™ste przebudzanie siÄ™ w nocy, czyÂ przedwczesne przebudzenia poranne.",,,,,,,,,,,,,,,,,,,,,,,,,,depresja,
Estradiol,Estradiol,,,,,,"Estradiol nie powoduje objawÃ³w istotnie wpÅ‚ywajÄ…cych na zdolnoÅ›Ä‡ prowadzenia pojazdÃ³w i obsÅ‚ugiwania maszyn.
Estradiol moÅ¼e mieÄ‡ wpÅ‚yw na wyniki badaÅ„ laboratoryjnych takich jak: test tolerancji glukozy oraz badania monitorujÄ…ce funkcje tarczycy.
",https://www.doz.pl//leki/w1414-Estradiol,"estradiol, estradiol pÃ³Å‚wodny, waleinian estradiolu","Estradiol jest stosowany miÄ™dzy innymi w hormonalnej terapii zastÄ™pczej (niedobÃ³r estrogenÃ³w po menopauzie sztucznej lub naturalnej) oraz w zapobieganiu osteoporozie uÂ pacjentek w okresie klimakterium, u ktÃ³rychÂ nie moÅ¼na zastosowaÄ‡ innej formy leczenia. SubstancjÄ™ czynnÄ… stosuje siÄ™ rÃ³wnieÅ¼Â u kobiet w okresie pomenopauzalnym, w celu leczeniaÂ atrofii pochwy spowodowanej niedoborem estrogenÃ³w.",,,,,,,,,,,,,,,,,,,,,,,,,,menopauza,
